File,Average Sentiment,Top TF-IDF Terms,Filtered Sentiment TF-IDF
The_Headband_reviews.csv,0.12773819826821534,"[           Term     Score
0          fire  6.602956
1        nation  5.292011
2   fire nation  5.164193
3        school  3.524532
4          love  3.442969
5         dance  3.115616
6        avatar  2.742196
7          iroh  2.541981
8          also  2.273170
9      students  2.159997
10         hide  1.979103
11         like  1.934583
12        scene  1.853825
13      teacher  1.739517
14         cave  1.632889
15     headband  1.574635
16          one  1.450635
17           ji  1.353094
18         kids  1.293724
19           do  1.168060]","[    Term     Score
4   love  3.442969
11  like  1.934583]"
Sokkas_master_reviews.csv,0.20667257880624368,"[        Term      Score
0       like  23.262147
1        one  20.145586
2       also  16.077513
3        don  13.978549
4      think  13.895351
5       good  13.032286
6       know  12.467787
7       love  12.221900
8       much  11.912913
9       show  11.619726
10      even  11.386733
11     sword  11.372373
12        re  11.047433
13  episodes  10.331706
14      iroh   9.877030
15      fire   9.851331
16      feel   9.590863
17       way   9.588090
18     gaang   9.252328
19     https   3.435136]","[   Term      Score
0  like  23.262147
7  love  12.221900]"
Appas_Lost_Days_reviews.csv,0.05702518840999233,"[          Term      Score
0         like  11.391179
1       always  11.255490
2        makes  10.941053
3          see  10.788404
4          one  10.613911
5        think   9.451130
6        first   9.298795
7         much   8.744313
8          did   8.636515
9         even   8.206256
10        show   8.093490
11      seeing   7.666465
12  ba_sing_se   6.718176
13     rewatch   6.701931
14        will   6.066835
15       great   5.999702
16        didn   5.737558
17      avatar   5.333328
18       whole   5.173417
19         get   4.591736]","[     Term      Score
0    like  11.391179
15  great   5.999702]"
The_Painted_Lady_reviews.csv,0.045876283788259524,"[            Term      Score
0         people  22.945391
1         filler  22.687817
2            bad  18.877614
3            one  18.263142
4           like  17.138163
5       episodes  17.127005
6           good  15.744745
7          great  15.666391
8           even  15.496949
9          think  14.219122
10          fire  14.176241
11           don  13.528841
12        nation  13.324110
13            do  12.925609
14          plot  12.890863
15   fire nation  12.742441
16          lady  10.982059
17       painted  10.982059
18  painted lady  10.982059
19         doesn   9.705917]","[    Term      Score
4   like  17.138163
7  great  15.666391]"
Zuko_Alone_reviews.csv,0.11275178405048629,"[           Term      Score
0          fire  21.688282
1           one  20.890092
2         think  18.600966
3         azula  17.787325
4          like  17.265805
5        nation  15.673004
6          also  15.250493
7   fire nation  14.375488
8          show  13.526247
9          even  13.478399
10         ozai  13.466214
11        still  12.512881
12       people  12.321140
13          did  11.719375
14          son  10.868376
15         much  10.516195
16         iroh  10.320165
17          war   9.232662
18       family   9.061279
19         didn   8.850492]","[   Term      Score
4  like  17.265805]"
The_Great_Divide_reviews.csv,0.011449644973772521,"[            Term      Score
0           like  14.221039
1          worst  12.793099
2            bad   9.955186
3          think   9.417550
4            one   8.988320
5         divide   8.389404
6          great   8.035071
7            don   7.899919
8         people   7.799361
9         avatar   7.647514
10  great divide   7.065486
11           lie   6.649342
12        pretty   6.393921
13           see   5.952135
14      actually   5.876420
15          good   5.745275
16         still   5.180075
17          even   5.170027
18          also   4.820894
19      episodes   4.757762]","[    Term      Score
0   like  14.221039
6  great   8.035071]"
