book,pair,count,average_sentiment_between_characters
Fire,"('ember island teenager #3', 'ty lee')",1,0.5717575687628526
Fire,"('chan', 'mai')",1,-0.5768573780854543
Fire,"('chan', 'zuko')",1,-0.5768573780854543
Fire,"('aang', 'sozin')",1,0.8592286258935928
Fire,"('roku', 'sozin')",7,0.07322383459125247
Fire,"('fire sage', 'sozin')",1,0.0014232248067855835
Fire,"('aang', 'gyatso')",1,1.483736276626587
Fire,"('gyatso', 'roku')",1,1.483736276626587
Fire,"('sozin', 'ta min')",1,-0.0013064593076705933
Fire,"('iroh', 'zuko')",7,0.14268706892217908
Fire,"('dealer', 'toph')",3,0.22998310128847757
Fire,"('aang', 'dealer')",1,0.990935817360878
Fire,"('katara', 'town authority')",1,1.4993689477443695
Fire,"('female guard', 'toph')",1,-1.4090271592140198
Fire,"('toph', 'yue')",1,0.047454968094825745
Fire,"('roku', 'yue')",1,0.047454968094825745
Fire,"('katara', 'yue')",1,0.047454968094825745
Fire,"('roku', 'toph')",1,0.047454968094825745
Fire,"('katara', 'roku')",1,0.047454968094825745
Fire,"('hama', 'toph')",2,0.0286528579890728
Fire,"('aang', 'hama')",4,-0.1297213990241289
Fire,"('hama', 'sokka')",9,-0.36855637911293243
Fire,"('hama', 'katara')",11,0.21493135997743318
Fire,"('shop owner', 'villager')",1,0.026209071278572083
Fire,"('toph', 'villager')",1,-0.8967067301273346
Fire,"('aang', 'villager')",1,-0.8967067301273346
Fire,"('sokka', 'villager')",1,-0.8967067301273346
Fire,"('aang', 'ding')",2,-0.24726666510105133
Fire,"('ding', 'toph')",1,-0.48853568732738495
Fire,"('ding', 'sokka')",1,-0.48853568732738495
Fire,"('male prisoner #1', 'toph')",1,-0.57134730219841
Fire,"('male prisoner #2', 'toph')",1,-0.57134730219841
Fire,"('female prisoner', 'toph')",1,-0.57134730219841
Fire,"('aang', 'male prisoner #1')",1,-0.57134730219841
Fire,"('aang', 'male prisoner #2')",1,-0.57134730219841
Fire,"('aang', 'female prisoner')",1,-0.57134730219841
Fire,"('male prisoner #1', 'male prisoner #2')",1,-0.57134730219841
Fire,"('male prisoner #1', 'sokka')",1,-0.57134730219841
Fire,"('female prisoner', 'male prisoner #1')",1,-0.57134730219841
Fire,"('male prisoner #2', 'sokka')",1,-0.57134730219841
Fire,"('female prisoner', 'male prisoner #2')",1,-0.57134730219841
Fire,"('female prisoner', 'sokka')",1,-0.57134730219841
Fire,"('hama', 'male prisoner #1')",1,0.012265339493751526
Fire,"('servant #1', 'zuko')",1,-1.4924376010894775
Fire,"('servant', 'zuko')",2,-0.706672228127718
Fire,"('mai', 'servant')",1,0.019164615869522096
Fire,"('aang', 'momo')",2,-1.0406421967423878
Fire,"('appa', 'toph')",1,-0.6013973401143
Fire,"('momo', 'toph')",1,-0.6013973401143
Fire,"('aang', 'appa')",1,-0.6013973401143
Fire,"('appa', 'momo')",1,-0.6013973401143
Fire,"('appa', 'sokka')",1,-0.6013973401143
Fire,"('appa', 'katara')",1,-0.6013973401143
Fire,"('momo', 'sokka')",1,-0.6013973401143
Fire,"('katara', 'momo')",1,-0.6013973401143
Fire,"('ozai', 'toph')",3,-0.12984773307214684
Fire,"('aang', 'ozai')",6,-0.06324072077458355
Fire,"('katara', 'ozai')",2,-0.322640672909774
Fire,"('ozai', 'sokka')",3,-0.12984773307214684
Fire,"('due', 'tho')",1,-0.49616706371307373
Fire,"('bato', 'due')",1,-0.49616706371307373
Fire,"('due', 'huu')",2,-0.24379052221775055
Fire,"('due', 'hakoda')",1,-0.49616706371307373
Fire,"('bato', 'tho')",1,-0.49616706371307373
Fire,"('huu', 'tho')",1,-0.49616706371307373
Fire,"('hakoda', 'tho')",2,-0.37279031425714493
Fire,"('bato', 'huu')",1,-0.49616706371307373
Fire,"('hakoda', 'huu')",1,-0.49616706371307373
Fire,"('aang', 'haru')",1,0.9008816778659821
Fire,"('aang', 'tyro')",2,0.2422066479921341
Fire,"('haru', 'tyro')",2,0.8263427875936031
Fire,"('haru', 'katara')",2,0.5614326340811593
Fire,"('katara', 'tyro')",2,0.2422066479921341
Fire,"('big bad hippo', 'toph')",1,1.3604694530367851
Fire,"('big bad hippo', 'the boulder')",1,1.3604694530367851
Fire,"('the boulder', 'toph')",1,1.3604694530367851
Fire,"('mechanist', 'the duke')",1,-0.3538752906024456
Fire,"('mechanist', 'pipsqueak')",1,-0.3538752906024456
Fire,"('mechanist', 'teo')",2,0.5610227901488543
Fire,"('mechanist', 'sokka')",2,-0.896385608240962
Fire,"('pipsqueak', 'the duke')",2,0.1989643033593893
Fire,"('teo', 'the duke')",3,0.17309587111785296
Fire,"('sokka', 'the duke')",3,-0.03779924501265799
Fire,"('pipsqueak', 'teo')",1,-0.3538752906024456
Fire,"('sokka', 'teo')",2,-0.06594585015305451
Fire,"('aang', 'mechanist')",1,1.4903746247291565
Fire,"('iroh', 'warden poon')",1,0.8967035293579102
Fire,"('iroh', 'ming')",2,0.4473529323935509
Fire,"('ming', 'warden poon')",1,0.8967035293579102
Fire,"('katara', 'the boulder')",1,0.17062388573374068
Fire,"('sokka', 'the boulder')",1,0.17062388573374068
Fire,"('hakoda', 'the boulder')",1,0.17062388573374068
Fire,"('the duke', 'toph')",1,0.02947479486465454
Fire,"('hakoda', 'toph')",2,0.07044085363547008
Fire,"('bato', 'tyro')",2,-0.20778176933526993
Fire,"('aang', 'qin')",1,1.4995116144418716
Fire,"('azula', 'toph')",3,-0.463068571862995
Fire,"('aang', 'azula')",4,-0.48540241806016815
Fire,"('azula', 'sokka')",4,-0.7179175929556931
Fire,"('fire nation soldier', 'tyro')",1,1.4921032190322876
Fire,"('warden poon', 'zuko')",1,-1.4932379722595215
Fire,"('aang', 'bato')",1,-0.41646838188171387
Fire,"('bato', 'sokka')",1,-0.41646838188171387
Fire,"('sokka', 'tyro')",1,-0.41646838188171387
Fire,"('hakoda', 'tyro')",1,-0.41646838188171387
Fire,"('haru', 'the duke')",2,0.48689374380878037
Fire,"('the duke', 'tyro')",1,0.7518038973212242
Fire,"('haru', 'pipsqueak')",1,0.7518038973212242
Fire,"('pipsqueak', 'tyro')",1,0.7518038973212242
Fire,"('azula', 'fire nation soldier')",1,-0.5524039566516876
Fire,"('aang', 'fire nation soldier')",1,-0.5524039566516876
Fire,"('haru', 'teo')",3,0.15172448541436875
Fire,"('katara', 'the duke')",2,0.43658145197800224
Fire,"('katara', 'teo')",2,0.43658145197800224
Fire,"('toph', 'zuko')",23,-0.4113166359619495
Fire,"('sokka', 'zuko')",53,-0.31161455811218863
Fire,"('katara', 'zuko')",43,-0.054860516608224164
Fire,"('aang', 'zuko')",52,-0.0036090104329275442
Fire,"('haru', 'sokka')",1,0.22198359029633657
Fire,"('sun warrior chief', 'zuko')",5,0.5101465931263837
Fire,"('ham ghao', 'sun warrior chief')",3,-0.08161281545956929
Fire,"('ham ghao', 'zuko')",1,0.9752796739339828
Fire,"('aang', 'ham ghao')",2,0.11489394307136536
Fire,"('aang', 'sun warrior chief')",5,0.1279689570990476
Fire,"('bully guard', 'chit sang')",4,-0.3443786531686783
Fire,"('chit sang', 'zuko')",5,0.015220700481108263
Fire,"('chit sang', 'sokka')",8,0.028995035202907665
Fire,"('bully guard', 'zuko')",1,0.6388195484876633
Fire,"('bully guard', 'sokka')",4,-0.08985444828867911
Fire,"('male guard', 'zuko')",5,-0.4323486550266926
Fire,"('female guard', 'male guard')",3,-0.6058262266409703
Fire,"('female guard', 'zuko')",3,-0.5936402209294148
Fire,"('chit sang', 'warden')",4,-0.19028125330805779
Fire,"('bully guard', 'warden')",3,-0.5376839424882617
Fire,"('sokka', 'warden')",1,-0.49465033411979675
Fire,"('sokka', 'suki')",33,-0.13268419909494888
Fire,"('female guard', 'sokka')",3,-0.14447936492088512
Fire,"('warden', 'zuko')",1,0.2090965850012643
Fire,"('suki', 'zuko')",18,-0.15486250367603804
Fire,"('chit sang', 'suki')",3,-0.2144194282591343
Fire,"('male guard', 'sokka')",6,-0.026342371736581504
Fire,"('male guard #2', 'warden')",1,-1.4813055098056793
Fire,"('male guard', 'suki')",2,-0.6136545479297638
Fire,"('hakoda', 'warden')",2,-0.4906626045703888
Fire,"('bogyguard #2', 'warden')",1,1.4977446645498276
Fire,"('bodyguard #2', 'warden')",1,0.0015323460102081299
Fire,"('azula', 'warden')",2,-0.3098643549851009
Fire,"('azula', 'bully guard')",1,-0.630290802036013
Fire,"('door guard', 'sokka')",1,-0.4958731681108475
Fire,"('hakoda', 'tough prisoner')",2,-0.3550669955355781
Fire,"('hakoda', 'suki')",2,0.04675812848976679
Fire,"('sokka', 'tough prisoner')",1,-0.21087362510817392
Fire,"('suki', 'tough prisoner')",1,-0.21087362510817392
Fire,"('tough prisoner', 'warden')",1,-0.4992603659629822
Fire,"('mai', 'male guard #2')",1,-0.7388733923435211
Fire,"('male guard #2', 'zuko')",1,-0.7388733923435211
Fire,"('suki', 'warden')",1,-1.4784640967845917
Fire,"('hakoda', 'zuko')",2,0.16205424964427947
Fire,"('gondola guard', 'warden')",1,-0.29197710156440737
Fire,"('gondola guard', 'gondola guard #2')",1,-0.29197710156440737
Fire,"('gondola guard #2', 'warden')",1,-0.29197710156440737
Fire,"('azula', 'gondola guard #4')",1,-1.4676888138055801
Fire,"('chit sang', 'hakoda')",1,-0.29626362919807436
Fire,"('chit sang', 'katara')",1,-0.29626362919807436
Fire,"('suki', 'toph')",14,0.12087448036488221
Fire,"('aang', 'suki')",6,0.09838352962805515
Fire,"('kya', 'yon rha')",3,0.11639606356620787
Fire,"('katara', 'yon rha')",5,0.10803510397672653
Fire,"('katara', 'kya')",2,0.6136156618595123
Fire,"('southern raiders commander', 'zuko')",3,-0.9844291061162949
Fire,"('yon rha', ""yon rha's mother"")",1,-0.440501457452774
Fire,"('yon rha', 'zuko')",1,0.03835652768611908
Fire,"('katara', 'suki')",10,-0.12213086740986297
Fire,"('actor sokka', 'actress katara')",5,-0.7640146386623383
Fire,"('actress katara', 'toph')",2,0.052293312549591076
Fire,"('actress katara', 'sokka')",2,0.06815210431814195
Fire,"('actor sokka', 'toph')",2,-0.5528471276164055
Fire,"('actor sokka', 'sokka')",6,0.23517457693815227
Fire,"('actress aang', 'actress katara')",4,-0.13179641216993332
Fire,"('aang', 'actress aang')",3,-0.4142160614331563
Fire,"('aang', 'actress katara')",1,-0.49576687812805176
Fire,"('actor sokka', 'actress aang')",3,0.07932016253471375
Fire,"('actress aang', 'toph')",4,-0.22512735266770634
Fire,"('aang', 'actor sokka')",1,-0.7468017786741257
Fire,"('actor iroh', 'actor zuko')",3,-0.8374917457501093
Fire,"('actor zuko', 'blue spirit')",1,-0.0006507039070129395
Fire,"('actor sokka', 'actress yue')",1,0.6870277225971222
Fire,"('actress yue', 'sokka')",1,0.6870277225971222
Fire,"('actress yue', 'suki')",1,0.6870277225971222
Fire,"('actor sokka', 'suki')",2,0.1951096773147583
Fire,"('actor toph', 'actress aang')",2,-0.30859336682728356
Fire,"('actor toph', 'toph')",2,-0.30859336682728356
Fire,"('actress aang', 'katara')",1,-0.21765164392335073
Fire,"('actor toph', 'katara')",1,-0.21765164392335073
Fire,"('actor zuko', 'actress azula')",3,-1.073073963324229
Fire,"('actress azula', 'actress katara')",1,-1.4286870807409286
Fire,"('actor zuko', 'actress katara')",2,-0.46674519777297974
Fire,"('actor jet', 'actress aang')",1,-1.496157467365265
Fire,"('actor zuko', 'sokka')",2,0.0991941586136818
Fire,"('actor iroh', 'actress azula')",1,0.02224011719226837
Fire,"('young boy', 'zuko')",1,0.004849657416343689
Fire,"('actor zuko', 'suki')",1,-0.29680836796760557
Fire,"('actor sokka', 'actor zuko')",1,-0.29680836796760557
Fire,"('actor ozai', 'actress azula')",2,0.20809535682201385
Fire,"('actor ozai', 'actress aang')",2,0.0029192715883255005
Fire,"('actress aang', 'actress azula')",1,0.4113249182701111
Fire,"('shinu', 'toph')",1,-0.7194610228461604
Fire,"('ozai', 'shinu')",1,-0.7194610228461604
Fire,"('azula', 'ozai')",2,-0.4522293886418716
Fire,"('aang', 'shinu')",1,-0.7194610228461604
Fire,"('shinu', 'zuko')",1,-0.7194610228461604
Fire,"('azula', 'shinu')",1,-0.7194610228461604
Fire,"('shinu', 'sokka')",1,-0.7194610228461604
Fire,"('katara', 'shinu')",1,-0.7194610228461604
Fire,"('azula', 'katara')",2,-0.11245420527073646
Fire,"('actress aang', 'crowd')",1,-1.461975708603859
Fire,"('june', 'zuko')",6,0.044712567081054054
Fire,"('june', 'katara')",1,-0.20451954007148743
Fire,"('june', 'toph')",2,-0.7481219954788685
Fire,"('june', 'sokka')",1,-0.0010614395141601562
Fire,"('piandao', 'toph')",1,0.44007948875427244
Fire,"('pakku', 'piandao')",1,0.44007948875427244
Fire,"('piandao', 'zuko')",2,0.47009252429008486
Fire,"('piandao', 'suki')",1,0.44007948875427244
Fire,"('jeong jeong', 'piandao')",1,0.44007948875427244
Fire,"('bumi', 'piandao')",2,0.47009252429008486
Fire,"('pakku', 'toph')",1,0.44007948875427244
Fire,"('jeong jeong', 'toph')",1,0.44007948875427244
Fire,"('bumi', 'toph')",1,0.44007948875427244
Fire,"('pakku', 'zuko')",1,0.44007948875427244
Fire,"('pakku', 'suki')",1,0.44007948875427244
Fire,"('jeong jeong', 'pakku')",1,0.44007948875427244
Fire,"('bumi', 'pakku')",2,0.967962611913681
Fire,"('pakku', 'sokka')",1,0.44007948875427244
Fire,"('katara', 'pakku')",1,0.44007948875427244
Fire,"('jeong jeong', 'zuko')",1,0.44007948875427244
Fire,"('bumi', 'zuko')",2,0.47009252429008486
Fire,"('jeong jeong', 'suki')",1,0.44007948875427244
Fire,"('bumi', 'suki')",2,0.22035161823034285
Fire,"('bumi', 'jeong jeong')",1,0.44007948875427244
Fire,"('jeong jeong', 'sokka')",1,0.44007948875427244
Fire,"('jeong jeong', 'katara')",1,0.44007948875427244
Fire,"('bumi', 'sokka')",2,0.218029987514019
Fire,"('bumi', 'katara')",1,0.44007948875427244
Fire,"('aang', 'kyoshi')",1,-0.0016696304082870483
Fire,"('aang', 'yangchen')",1,0.3202171102166176
Fire,"('iroh', 'toph')",2,0.08112147092819214
Fire,"('iroh', 'suki')",2,0.08112147092819214
Fire,"('iroh', 'sokka')",2,0.08112147092819214
Fire,"('iroh', 'katara')",3,0.05428557356198629
Fire,"('aang', 'lion turtle')",1,0.0011099427938461304
Fire,"('azula', 'banished servant')",1,-0.38910177079114044
Fire,"('azula', 'head of dai li')",1,-0.8388839274644851
Fire,"('engineer', 'qin lee')",1,0.704617828130722
Fire,"('iroh', 'pakku')",1,1.4958457350730896
Fire,"('bumi', 'iroh')",1,1.4958457350730896
Fire,"('azula', 'ursa')",1,0.20908812965665544
Fire,"('ozai', 'suki')",1,0.25573814660310745
Fire,"('sokka', 'ty lee')",1,0.3016162633895874
Fire,"('suki', 'ty lee')",1,0.3016162633895874
Fire,"('mai', 'toph')",1,-0.1582629680633545
Fire,"('mai', 'suki')",1,-0.1582629680633545
Fire,"('iroh', 'mai')",1,-0.1582629680633545
Fire,"('mai', 'sokka')",1,-0.1582629680633545
Fire,"('katara', 'mai')",1,-0.1582629680633545
Water,"('katara', 'sokka')",168,-0.14143977540908775
Water,"('iroh', 'zuko')",50,-0.11031578301754784
Water,"('aang', 'katara')",204,-0.03508247050468196
Water,"('aang', 'sokka')",179,-0.06809126536178957
Water,"('aang', 'kanna')",3,0.1788297475952851
Water,"('kanna', 'katara')",6,0.46053257989778856
Water,"('aang', 'village girl')",1,-0.04775778949260712
Water,"('sokka', 'village girl')",1,-0.04775778949260712
Water,"('kanna', 'sokka')",4,0.5669181128277591
Water,"('sokka', 'southern water tribe boy')",2,0.06734922155737877
Water,"('aang', 'southern water tribe girl')",1,1.49892920255661
Water,"('sokka', 'southern water tribe girl')",1,1.49892920255661
Water,"('aang', 'zuko')",15,0.07362072941097293
Water,"('katara', 'zuko')",12,-0.08402162935803766
Water,"('aang', 'firebender')",1,-0.015753641724586487
Water,"('iroh', 'zhao')",14,-0.16403394078417696
Water,"('zhao', 'zuko')",17,-0.18762723092864647
Water,"('soldier', 'zhao')",1,-1.3130401521921158
Water,"('aang', 'gyatso')",6,-0.20995474606752396
Water,"('sokka', 'suki')",9,-0.16621010154485705
Water,"('aang', 'oyaji')",5,0.2011318862438202
Water,"('aang', 'suki')",2,-0.5001806914806366
Water,"('oyaji', 'suki')",2,-0.5001806914806366
Water,"('oyaji', 'sokka')",2,-0.25209948420524597
Water,"('katara', 'oyaji')",2,-0.002156361937522888
Water,"('katara', 'suki')",1,-0.5040346384048462
Water,"('fisherman', 'little girl')",1,-0.02333611249923706
Water,"('fangirls', 'koko')",1,0.06930939853191376
Water,"('aang', 'koko')",2,-0.3946496732532978
Water,"('koko', 'little girl')",1,-0.7796464785933495
Water,"('aang', 'little girl')",2,-0.5034510735422373
Water,"('aang', 'gate guard')",1,0.29384604692459104
Water,"('gate guard', 'katara')",1,0.29384604692459104
Water,"('aang', 'bumi')",13,0.26585757285356515
Water,"('cabbage merchant', 'guard')",1,-1.4908029437065125
Water,"('bumi', 'katara')",4,0.49279274977743626
Water,"('bumi', 'sokka')",5,-0.060714277029037464
Water,"('bumi', 'chamberlain')",1,-0.49695537984371185
Water,"('chamberlain', 'sokka')",1,-0.49695537984371185
Water,"('aang', 'guard')",2,-0.3352181687951088
Water,"('haru', 'katara')",8,-0.12693305332455543
Water,"(""haru's mother"", 'katara')",2,0.1783284837549383
Water,"('aang', 'haru')",2,0.142989644408226
Water,"('aang', ""haru's mother"")",1,0.28450130224227904
Water,"('haru', ""haru's mother"")",3,0.11491506262259049
Water,"('sokka', 'tax collector')",2,0.28621808236295526
Water,"(""haru's mother"", 'tax collector')",3,-0.306837540232774
Water,"(""haru's mother"", 'sokka')",2,0.28621808236295526
Water,"('haru', 'tax collector')",1,0.07215566526759755
Water,"('haru', 'sokka')",1,0.07215566526759755
Water,"('katara', 'tax collector')",1,0.07215566526759755
Water,"('haru', 'old man')",2,-0.5774834677577019
Water,"('katara', 'old man')",1,-1.2761913388967514
Water,"('guard', 'sokka')",4,0.5579407308250666
Water,"('haru', 'prisoner')",1,-0.4847954958677292
Water,"('prisoner', 'tyro')",1,-0.4847954958677292
Water,"('katara', 'prisoner')",1,-0.4847954958677292
Water,"('haru', 'tyro')",2,-0.06718260943889617
Water,"('katara', 'tyro')",2,-0.06718260943889617
Water,"('aang', 'captain')",3,-0.33548119092981016
Water,"('captain', 'sokka')",3,-0.33548119092981016
Water,"('captain', 'katara')",2,-0.54165302477777
Water,"('captain', 'warden')",1,-1.0570346883365087
Water,"('guard', 'warden')",2,-1.0039564605270113
Water,"('captain', 'guard')",1,-1.0570346883365087
Water,"('guard', 'katara')",1,0.3117086589336395
Water,"('sokka', 'warden')",1,-0.5017378330230713
Water,"('tyro', 'warden')",4,-1.1429970487952232
Water,"('sokka', 'tyro')",1,-0.5017378330230713
Water,"('aang', 'warden')",1,-1.3594105541706085
Water,"('aang', 'tyro')",1,-1.3594105541706085
Water,"('old wanderer', 'sokka')",4,-0.24782651051094656
Water,"('aang', 'senlin village leader')",5,0.29250116069065896
Water,"('aang', 'old wanderer')",4,0.5730985240716683
Water,"('old wanderer', 'senlin village leader')",2,0.1525299522437547
Water,"('senlin village leader', 'sokka')",5,0.29250116069065896
Water,"('katara', 'senlin village leader')",5,0.29250116069065896
Water,"('katara', 'old wanderer')",3,0.26809562564941875
Water,"('earthbender captain', 'soldier')",2,0.07957396656274796
Water,"('fire nation soldier', 'zuko')",1,-1.4891793251037597
Water,"('earthbender captain', 'iroh')",3,-0.0978628354413169
Water,"('earthbender captain', 'zuko')",1,0.3119929611682892
Water,"('aang', 'iroh')",7,-0.21407924689879967
Water,"('sokka', 'zuko')",8,-0.36027539133023584
Water,"('iroh', 'sokka')",7,-0.03627801799115612
Water,"('iroh', 'katara')",6,0.09895371555725813
Water,"('captain', 'zuko')",3,-0.601678466796875
Water,"('captain', 'zhao')",3,-0.12653640757004422
Water,"('captain', 'iroh')",3,-0.601678466796875
Water,"('aang', 'zhao')",13,0.004598152727974574
Water,"('sokka', 'zhao')",5,-0.21494778679949897
Water,"('katara', 'zhao')",3,-0.17261488040288286
Water,"('engineer', 'zuko')",1,0.4960973560810089
Water,"('engineer', 'zhao')",1,0.4960973560810089
Water,"('aang', 'great fire sage')",6,-0.1188878872437261
Water,"('great fire sage', 'sokka')",4,-0.0030045115078488963
Water,"('great fire sage', 'katara')",2,-0.14423674605786801
Water,"('aang', 'shyu')",7,0.19716621052677538
Water,"('shyu', 'sokka')",6,0.22157658456392537
Water,"('great fire sage', 'shyu')",4,0.10244245421991012
Water,"('shyu', 'zuko')",3,0.29825526734254676
Water,"('iroh', 'shyu')",1,0.40078817220295176
Water,"('katara', 'shyu')",6,0.24857801283691447
Water,"('great fire sage', 'zuko')",2,-0.3506546387154805
Water,"('aang', 'roku')",6,0.18943848107990466
Water,"('roku', 'zuko')",1,0.050703966303875574
Water,"('shyu', 'zhao')",1,0.050703966303875574
Water,"('roku', 'shyu')",1,0.050703966303875574
Water,"('great fire sage', 'zhao')",2,-0.27130480424353953
Water,"('roku', 'zhao')",2,-0.1475364150185334
Water,"('great fire sage', 'roku')",1,0.050703966303875574
Water,"('roku', 'sokka')",1,-0.3457767963409424
Water,"('katara', 'roku')",1,-0.3457767963409424
Water,"('aang', 'oh')",5,0.5660607850551606
Water,"('aang', 'pirate captain')",5,-0.7514420460337313
Water,"('oh', 'pirate captain')",2,-0.18112986683845522
Water,"('pirate captain', 'sokka')",3,-0.6840299348324393
Water,"('katara', 'pirate captain')",4,-0.42800293995364425
Water,"('oh', 'sokka')",2,-0.6957528084516525
Water,"('katara', 'oh')",4,-0.15674510896205907
Water,"('katara', 'pirate')",1,0.26842541098594663
Water,"('oh', 'pirate')",1,0.26842541098594663
Water,"('aang', 'pirate')",2,-0.31534827053546904
Water,"('iroh', 'oh')",1,-1.0655708823885237
Water,"('oh', 'zuko')",2,-1.247654918049063
Water,"('pirate captain', 'zuko')",4,-0.49424651105874684
Water,"('pirate', 'sokka')",1,-0.8991219520568847
Water,"('iroh', 'pirate captain')",2,-0.5860820591881655
Water,"('aang', 'eye-patch soldier')",1,0.1383825937906901
Water,"('eye-patch soldier', 'sokka')",1,0.1383825937906901
Water,"('eye-patch soldier', 'katara')",1,0.1383825937906901
Water,"('jet', 'sokka')",13,-0.005749560164747559
Water,"('jet', 'katara')",14,-0.1981535451380549
Water,"('aang', 'pipsqueak')",3,0.3478033134158243
Water,"('pipsqueak', 'sokka')",3,0.4525705098284217
Water,"('jet', 'pipsqueak')",3,0.3478033134158243
Water,"('aang', 'jet')",12,-0.15170636995831832
Water,"('aang', 'the duke')",1,0.376311007887125
Water,"('jet', 'the duke')",2,-0.5522899609059095
Water,"('pipsqueak', 'the duke')",1,0.376311007887125
Water,"('katara', 'the duke')",1,0.376311007887125
Water,"('katara', 'pipsqueak')",2,0.07688810509678565
Water,"('aang', 'smellerbee')",1,-0.22253479769355372
Water,"('jet', 'smellerbee')",2,0.16119028807134558
Water,"('pipsqueak', 'smellerbee')",2,0.23403889971568173
Water,"('smellerbee', 'sokka')",3,0.33766439108920276
Water,"('katara', 'smellerbee')",1,-0.22253479769355372
Water,"('jet', 'old fire nation civilian')",2,-0.32593458890914917
Water,"('jet', 'little girl')",1,-0.2272556684911251
Water,"('little girl', 'sokka')",1,-0.2272556684911251
Water,"('katara', 'little girl')",1,-0.2272556684911251
Water,"('aang', 'gan jin tribesman')",2,0.031406433744864015
Water,"('gan jin tribesman', 'sokka')",2,0.031406433744864015
Water,"('gan jin tribesman', 'katara')",3,-0.11754578261664421
Water,"('canyon guide', 'zhang leader')",5,-0.5542405186825758
Water,"('gan jin tribesman', 'zhang leader')",2,-0.5608827905221418
Water,"('katara', 'zhang leader')",4,-0.5513919978825883
Water,"('canyon guide', 'gan jin tribesman')",2,-0.5608827905221418
Water,"('canyon guide', 'katara')",6,-0.7147884088747127
Water,"('aang', 'gan jin leader')",7,-0.2980538022927318
Water,"('aang', 'canyon guide')",8,-0.6580723352564974
Water,"('aang', 'zhang leader')",7,-0.31374703204891674
Water,"('canyon guide', 'gan jin leader')",3,-0.6590844154744954
Water,"('gan jin leader', 'zhang leader')",5,-0.4173246847963953
Water,"('gan jin leader', 'gan jin tribesman')",1,-0.7063153657046232
Water,"('gan jin leader', 'sokka')",3,-0.6590844154744954
Water,"('gan jin leader', 'katara')",4,-0.429680422083898
Water,"('canyon guide', 'sokka')",6,-0.7398191399651903
Water,"('sokka', 'zhang leader')",6,-0.623063884694855
Water,"('gan jin man', 'zhang leader')",1,-0.407369607261249
Water,"('aang', 'gan jin man')",1,-0.407369607261249
Water,"('gan jin leader', 'gan jin man')",1,-0.407369607261249
Water,"('gyatso', 'katara')",1,1.4919885098934174
Water,"('aang', 'merchant woman')",1,0.004848599433898926
Water,"('merchant woman', 'shopkeeper')",1,0.004848599433898926
Water,"('katara', 'merchant woman')",1,0.004848599433898926
Water,"('aang', 'shopkeeper')",1,0.004848599433898926
Water,"('katara', 'shopkeeper')",1,0.004848599433898926
Water,"('aang', 'fisherman')",4,-0.2578754182904959
Water,"('aang', ""fisherman's wife"")",4,-0.05322579853236675
Water,"('fisherman', 'sokka')",6,-0.20416861648360887
Water,"('fisherman', ""fisherman's wife"")",3,-0.1885875885685285
Water,"(""fisherman's wife"", 'sokka')",3,-0.1885875885685285
Water,"('iroh', 'lieutenant jee')",1,-0.02738676220178604
Water,"('iroh', 'jee')",7,0.12040920768465314
Water,"('lieutenant jee', 'zuko')",1,-0.02738676220178604
Water,"('jee', 'lieutenant jee')",1,-0.02738676220178604
Water,"('jee', 'zuko')",3,0.2395884022116661
Water,"('fisherman', 'katara')",3,-0.10184893508752187
Water,"(""fisherman's wife"", 'katara')",2,0.25615667551755905
Water,"('air nomad boy #1', 'air nomad boy #2')",2,0.15575634576380254
Water,"('aang', 'air nomad boy #2')",2,0.15575634576380254
Water,"('aang', 'air nomad boy #1')",2,0.15575634576380254
Water,"('aang', 'tashi')",2,0.15345555543899536
Water,"('pasang', 'tashi')",2,-0.7839843057096004
Water,"('gyatso', 'pasang')",2,-0.7839843057096004
Water,"('gyatso', 'tashi')",3,-0.9696376815438269
Water,"('bujing', 'zuko')",1,0.6574603691697121
Water,"('elder soldier', 'zuko')",1,0.6574603691697121
Water,"('bujing', 'elder soldier')",1,0.6574603691697121
Water,"('ozai', 'zuko')",2,0.7541894987225533
Water,"('shinu', 'zhao')",2,-0.20712438598275185
Water,"('iroh', 'soldier')",1,0.002558663487434387
Water,"('soldier', 'zuko')",1,0.002558663487434387
Water,"('scout #1', 'scout #2')",1,3.737211227416992e-05
Water,"('aang', 'herbalist')",3,0.4755876583930774
Water,"('officer', 'zhao')",2,-0.97039395570755
Water,"('aang', 'calm man')",5,-0.04953437944253285
Water,"('calm man', 'sokka')",5,0.1301888648668925
Water,"('calm man', 'katara')",5,0.1301888648668925
Water,"('katara', 'strange man')",1,0.0812062919139862
Water,"('aang', 'meng')",6,0.5075037138447875
Water,"('meng', 'sokka')",2,0.04122929998806543
Water,"('katara', 'meng')",3,0.8191551387310029
Water,"('meng', 'woman')",1,0.7721500620245934
Water,"('aang', 'woman')",1,0.7721500620245934
Water,"('katara', 'wu')",5,0.49367309451103214
Water,"('aang', 'wu')",6,-0.05624508447945117
Water,"('sokka', 'wu')",3,0.04149222895503043
Water,"('aang', 'village woman')",2,-0.2946893145640691
Water,"('calm man', 'village woman')",2,-0.2946893145640691
Water,"('sokka', 'village woman')",2,-0.2946893145640691
Water,"('katara', 'village woman')",2,-0.2946893145640691
Water,"('farmer', 'poi')",1,1.4755031526088715
Water,"('farmer', 'ping')",1,1.4755031526088715
